FNAME,LNAME,SEX,YOB,CITIZEN,HIRED,LEADER,MSOLO,MSUCCESS,MPERHIGHPT,MYEAR,MSEASON,INJURY,DEATH,INJURYTYPE,DEATHTYPE,MO2USED
Lluis,Hortala Farrus,M,1959,Spain,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
Antoni,Llasera Parera,M,1956,Spain,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
Manuel,Mateu Ratera,M,1951,Spain,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
Francisco Xavier,Perez Gil,M,1948,Spain,FALSE,FALSE,FALSE,FALSE,8500,1982,3,FALSE,FALSE,0,0,TRUE
Josep Vidal,Ponce Serrano,M,1953,Spain,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
Jordi,Pons Sangines,M,1933,Spain,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
Joan,Ribas Camps,M,1950,Spain,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
Francesc,Sabat Montserrat,M,1946,Spain,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
Narcis,Serrat Comerma,M,1954,Spain,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
Jordi,Sugranyes Tarrago,M,1945,Spain,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
Ildefons (Alfons),Valls Rovira,M,1959,Spain,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
John,Amatt,M,1945,Canada,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
Timothy Frank (Tim),Auger,M,1946,Canada,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
Robert (Rusty),Baillie,M,1940,Canada,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
Stephen,Bezruchka,M,1943,Canada,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
James,Blench,M,1955,Canada,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
Alan,Burgess,M,1948,UK,FALSE,FALSE,FALSE,FALSE,8450,1982,3,FALSE,FALSE,0,0,TRUE
Dwayne,Congdon,M,1956,Canada,FALSE,FALSE,FALSE,FALSE,8000,1982,3,FALSE,FALSE,0,0,TRUE
Jim,Elzinga,M,1954,Canada,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
Kurt,Fuhrich,M,1949,W Germany,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
Lloyd William (Kiwi),Gallagher,M,1939,Canada,FALSE,FALSE,FALSE,FALSE,7600,1982,3,FALSE,FALSE,0,0,TRUE
George Blair,Griffiths,M,1949,Canada,FALSE,FALSE,FALSE,FALSE,5800,1982,3,FALSE,TRUE,0,6,FALSE
David,Jones,M,1931,Canada,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
William Joseph (Bill),March,M,1941,Canada,FALSE,TRUE,FALSE,FALSE,7200,1982,3,FALSE,FALSE,0,0,TRUE
David (Dave),McNab,M,1955,Canada,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
Patrick (Pat),Morrow,M,1952,Canada,FALSE,FALSE,FALSE,TRUE,8849,1982,3,FALSE,FALSE,0,0,TRUE
Bruce,Patterson,M,1949,Canada,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
David,Read,M,1948,Canada,FALSE,FALSE,FALSE,FALSE,8000,1982,3,FALSE,FALSE,0,0,TRUE
Donald (Don),Serl,M,1947,Canada,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
Laurie,Skreslet,M,1949,Canada,FALSE,FALSE,FALSE,TRUE,8849,1982,3,FALSE,FALSE,0,0,TRUE
Gordon,Smith,M,1945,Canada,FALSE,FALSE,FALSE,FALSE,8000,1982,3,FALSE,FALSE,0,0,TRUE
Peter B.,Spear,M,1940,Canada,FALSE,FALSE,FALSE,FALSE,0,1982,3,FALSE,FALSE,0,0,FALSE
Sungdare,Sherpa,M,1955,Nepal,TRUE,FALSE,FALSE,TRUE,8849,1982,3,FALSE,FALSE,0,0,TRUE
Lhakpa Dorje,Sherpa,M,1955,Nepal,TRUE,FALSE,FALSE,TRUE,8849,1982,3,FALSE,FALSE,0,0,TRUE
Lhakpa Tshering,Sherpa,M,,Nepal,TRUE,FALSE,FALSE,TRUE,8849,1982,3,FALSE,FALSE,0,0,TRUE
Pema Dorje,Sherpa,M,1958,Nepal,TRUE,FALSE,FALSE,TRUE,8849,1982,3,FALSE,FALSE,0,0,TRUE
Louis,Audoubert,M,1935,France,FALSE,FALSE,FALSE,FALSE,7520,1982,4,FALSE,FALSE,0,0,FALSE
Marc,Batard,M,1951,France,FALSE,FALSE,FALSE,FALSE,7520,1982,4,FALSE,FALSE,0,0,FALSE
Jean,Bourgeois,M,1938,Belgium,FALSE,FALSE,FALSE,FALSE,6200,1982,4,TRUE,FALSE,5,0,FALSE
Alain,De Blanchaud,M,1954,France,FALSE,FALSE,FALSE,FALSE,7000,1982,4,FALSE,FALSE,0,0,FALSE
Renalto (Rene),Ghilini,M,1957,Italy,FALSE,FALSE,FALSE,FALSE,7000,1982,4,FALSE,FALSE,0,0,FALSE
Yves,Laulan,M,1934,France,FALSE,FALSE,FALSE,FALSE,0,1982,4,FALSE,FALSE,0,0,FALSE
Michel,Mabilon,M,1948,France,FALSE,FALSE,FALSE,FALSE,0,1982,4,FALSE,FALSE,0,0,FALSE
Michel,Metzger,M,1949,France,FALSE,TRUE,FALSE,FALSE,7600,1982,4,FALSE,FALSE,0,0,FALSE
Michel,Piola,M,1958,Switzerland,FALSE,FALSE,FALSE,FALSE,0,1982,4,FALSE,FALSE,0,0,FALSE
Emanuel,Schmutz,M,1955,France,FALSE,FALSE,FALSE,FALSE,0,1982,4,FALSE,FALSE,0,0,FALSE
Pierre-Alain,Steiner,M,1960,Switzerland,FALSE,FALSE,FALSE,FALSE,6200,1982,4,FALSE,FALSE,0,0,FALSE
Pasang Temba,Sherpa,M,1950,Nepal,TRUE,FALSE,FALSE,FALSE,0,1982,4,FALSE,FALSE,0,0,FALSE
Yasuo,Kato,M,1949,Japan,FALSE,TRUE,FALSE,TRUE,8849,1982,4,FALSE,TRUE,0,4,TRUE
Toshiaki,Kobayashi,M,1948,Japan,FALSE,FALSE,FALSE,FALSE,8800,1982,4,FALSE,TRUE,0,4,TRUE
Tsutomu,Miyazaki,M,1947,Japan,FALSE,FALSE,FALSE,FALSE,0,1982,4,FALSE,FALSE,0,0,TRUE
Shoji,Nakamura,M,1942,Japan,FALSE,FALSE,FALSE,FALSE,0,1982,4,FALSE,FALSE,0,0,TRUE
Yoshimasa,Sasaki,M,1955,Japan,FALSE,FALSE,FALSE,FALSE,7500,1982,4,FALSE,FALSE,0,0,TRUE
Takehiro,Sekizaki,M,1955,Japan,FALSE,FALSE,FALSE,FALSE,0,1982,4,FALSE,FALSE,0,0,TRUE
Shigeru,Suzuki,M,1953,Japan,FALSE,FALSE,FALSE,FALSE,0,1982,4,FALSE,FALSE,0,0,TRUE
Gaston,Oyarzun,M,,Chile,FALSE,TRUE,FALSE,FALSE,8350,1983,1,TRUE,FALSE,1,0,TRUE
Claudio,Lucero Martinez,M,1933,Chile,FALSE,FALSE,FALSE,FALSE,8350,1983,1,FALSE,FALSE,0,0,TRUE
Jorge,Bassa,M,,Chile,FALSE,FALSE,FALSE,FALSE,0,1983,1,FALSE,FALSE,0,0,FALSE
Gino,Casassa,M,1958,Chile,FALSE,FALSE,FALSE,FALSE,0,1983,1,FALSE,FALSE,0,0,FALSE
Nelson,Munoz,M,,Chile,FALSE,FALSE,FALSE,FALSE,0,1983,1,FALSE,FALSE,0,0,FALSE
Luis,Garcia Riquelme,M,1944,Chile,FALSE,FALSE,FALSE,FALSE,0,1983,1,FALSE,FALSE,0,0,FALSE
Ivan,Vigouroux,M,,Chile,FALSE,FALSE,FALSE,FALSE,8350,1983,1,FALSE,FALSE,0,0,TRUE
Juan,Pardo,M,,Chile,FALSE,FALSE,FALSE,FALSE,0,1983,1,FALSE,FALSE,0,0,FALSE
Nelson,Rivera,M,,Chile,FALSE,FALSE,FALSE,FALSE,0,1983,1,FALSE,FALSE,0,0,FALSE
Eduardo,Parvex,M,,Chile,FALSE,FALSE,FALSE,FALSE,0,1983,1,FALSE,FALSE,0,0,FALSE
Dagoberto,Pena,M,,Chile,FALSE,FALSE,FALSE,FALSE,8350,1983,1,FALSE,FALSE,0,0,TRUE
Claudio,Galvez Santibanez,M,,Chile,FALSE,FALSE,FALSE,FALSE,0,1983,1,FALSE,FALSE,0,0,FALSE
Richard Daniel (Dick),Bass,M,1929,USA,FALSE,FALSE,FALSE,FALSE,8400,1983,1,FALSE,FALSE,0,0,TRUE
Philip Michael (Phil),Ershler,M,1951,USA,FALSE,FALSE,FALSE,FALSE,8400,1983,1,FALSE,FALSE,0,0,FALSE
Edward G.,Hixson,M,1941,USA,FALSE,FALSE,FALSE,FALSE,8400,1983,1,FALSE,FALSE,0,0,TRUE
Peter,Jamieson,M,1955,USA,FALSE,FALSE,FALSE,TRUE,8849,1983,1,FALSE,FALSE,0,0,TRUE
Rodney Allison,Korich,M,1947,USA,FALSE,FALSE,FALSE,FALSE,0,1983,1,FALSE,FALSE,0,0,FALSE
Gerhard,Lenser,M,1929,W Germany,FALSE,TRUE,FALSE,FALSE,0,1983,1,FALSE,FALSE,0,0,FALSE
Stephen (Steve),Marts,M,1938,USA,FALSE,FALSE,FALSE,FALSE,0,1983,1,FALSE,FALSE,0,0,FALSE
Gary Robert,Neptune,M,1945,USA,FALSE,FALSE,FALSE,TRUE,8849,1983,1,FALSE,FALSE,0,0,TRUE
Lawrence Darius (Larry),Nielson,M,1947,USA,FALSE,FALSE,FALSE,TRUE,8849,1983,1,FALSE,FALSE,0,0,FALSE
Gerard A. (Gerry),Roach,M,1943,USA,FALSE,FALSE,FALSE,TRUE,8849,1983,1,FALSE,FALSE,0,0,TRUE
James H. (Jim),States,M,1945,USA,FALSE,FALSE,FALSE,TRUE,8849,1983,1,FALSE,FALSE,0,0,TRUE
Yogendra Bahadur,Thapa,M,1948,Nepal,FALSE,FALSE,FALSE,FALSE,8400,1983,1,FALSE,FALSE,0,0,TRUE
Frank G.,Wells,M,1932,USA,FALSE,FALSE,FALSE,FALSE,7995,1983,1,FALSE,FALSE,0,0,TRUE
David Finlay,Breashears,M,1955,USA,FALSE,FALSE,FALSE,TRUE,8849,1983,1,FALSE,FALSE,0,0,TRUE
Peter,Pilafian,M,1943,USA,FALSE,FALSE,FALSE,FALSE,0,1983,1,FALSE,FALSE,0,0,FALSE
Richard L. (Rick),Ridgeway,M,1949,USA,FALSE,FALSE,FALSE,FALSE,0,1983,1,FALSE,FALSE,0,0,FALSE
Ang Rita,Sherpa,M,1948,Nepal,TRUE,FALSE,FALSE,TRUE,8849,1983,1,FALSE,FALSE,0,0,TRUE
Lhakpa Dorje,Sherpa,M,1958,Nepal,TRUE,FALSE,FALSE,TRUE,8849,1983,1,FALSE,FALSE,0,0,TRUE
Robert W.,Craig,M,1924,USA,FALSE,TRUE,FALSE,FALSE,0,1983,1,FALSE,FALSE,0,0,FALSE
Galen Avery,Rowell,M,1940,USA,FALSE,FALSE,FALSE,FALSE,7315,1983,1,FALSE,FALSE,0,0,FALSE
Michael Goodrich (Mike),Graber,M,1952,USA,FALSE,FALSE,FALSE,FALSE,8000,1983,1,FALSE,FALSE,0,0,FALSE
Steven M. (Steve),McKinney,M,1953,USA,FALSE,FALSE,FALSE,FALSE,7600,1983,1,FALSE,FALSE,0,0,FALSE
Robin MacDonald,Houston,M,1948,USA,FALSE,FALSE,FALSE,FALSE,7600,1983,1,FALSE,FALSE,0,0,FALSE
Harold Arthur,Knutson,M,1940,USA,FALSE,FALSE,FALSE,FALSE,0,1983,1,FALSE,FALSE,0,0,FALSE
John,Martinek,M,,USA,FALSE,FALSE,FALSE,FALSE,0,1983,1,FALSE,FALSE,0,0,FALSE
Kim A.,Momb,M,1956,USA,FALSE,FALSE,FALSE,FALSE,7925,1983,1,FALSE,FALSE,0,0,FALSE
Jon A.,Reveal,M,,USA,FALSE,FALSE,FALSE,FALSE,0,1983,1,FALSE,FALSE,0,0,FALSE
Romolo,Nottaris,M,1946,Switzerland,FALSE,TRUE,FALSE,FALSE,7400,1983,3,TRUE,FALSE,11,0,FALSE
Gianluigi,Quarti,M,,Switzerland,FALSE,FALSE,FALSE,FALSE,7400,1983,3,FALSE,FALSE,0,0,FALSE
Ivano,Regazzoni,M,1953,Switzerland,FALSE,FALSE,FALSE,FALSE,7400,1983,3,FALSE,FALSE,0,0,FALSE
Jean Fernand,Troillet,M,1948,Switzerland,FALSE,FALSE,FALSE,FALSE,7400,1983,3,FALSE,FALSE,0,0,FALSE
Aldo,Verzaroli,M,1955,Switzerland,FALSE,FALSE,FALSE,FALSE,7400,1983,3,FALSE,FALSE,0,0,FALSE
Tiziano,Zuend,M,1958,Switzerland,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
Eve,Anderson,F,1938,USA,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
Todd Douglas,Bibler,M,1952,USA,FALSE,FALSE,FALSE,FALSE,8200,1983,3,FALSE,FALSE,0,0,TRUE
Susan,Buren,F,1951,USA,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
Douglas,Dalquist,M,1948,USA,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
Claude,Fiddler,M,1956,USA,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
Susan Ann (Sue),Giller,F,1946,USA,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
Reynold Gregory (Renny),Jackson,M,1952,USA,FALSE,FALSE,FALSE,FALSE,8535,1983,3,FALSE,FALSE,0,0,TRUE
Sharon (Shari),Kearney,F,1952,USA,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
Rodney Allison,Korich,M,1947,USA,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
Anne,Macquarie,F,1953,USA,FALSE,FALSE,FALSE,FALSE,7530,1983,3,FALSE,FALSE,0,0,TRUE
Charles (Chas),Macquarie,M,1950,UK,FALSE,FALSE,FALSE,FALSE,8200,1983,3,FALSE,FALSE,0,0,TRUE
Alexander (Alex),Moad,M,1952,USA,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
Michael,Moss,M,1955,USA,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
John Krenz,"Reinhart, Jr.",M,1951,USA,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
Eric,Reynolds,M,1952,USA,FALSE,FALSE,FALSE,FALSE,8535,1983,3,FALSE,FALSE,0,0,TRUE
James D. (Jim),Sano,M,1954,USA,FALSE,TRUE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
Lucylle (Lucy),Smith,F,1951,USA,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
Alexander (Sandy),Stewart,M,1952,USA,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
Ann (Annie),Whitehouse,F,1956,USA,FALSE,FALSE,FALSE,FALSE,8535,1983,3,FALSE,FALSE,0,0,TRUE
Jack,Alustizn,M,,USA,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
John Michael,Boyle,M,1935,USA,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
David Finlay,Breashears,M,1955,USA,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
Christopher M. (Kris),Kopczynski,M,1948,USA,FALSE,FALSE,FALSE,FALSE,6700,1983,3,FALSE,FALSE,0,0,FALSE
George Henry,Lowe,M,1944,USA,FALSE,FALSE,FALSE,TRUE,8849,1983,3,FALSE,FALSE,0,0,TRUE
Kim A.,Momb,M,1956,USA,FALSE,FALSE,FALSE,TRUE,8849,1983,3,FALSE,FALSE,0,0,TRUE
James Dell (Jim),Morrissey,M,1936,USA,FALSE,TRUE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
Daniel Allen (Dan),Reid,M,1941,USA,FALSE,FALSE,FALSE,TRUE,8849,1983,3,FALSE,FALSE,0,0,TRUE
Geoffrey Craig,Tabin,M,1956,USA,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
Stanley Carl,Tobin,M,1953,USA,FALSE,FALSE,FALSE,FALSE,7600,1983,3,TRUE,FALSE,3,0,FALSE
Michael (Mike),Weis,M,1950,USA,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
Louis French (Lou),Reichardt,M,1942,USA,FALSE,FALSE,FALSE,TRUE,8849,1983,3,FALSE,FALSE,0,0,TRUE
Haruichi,Kawamura,M,1947,Japan,FALSE,TRUE,FALSE,TRUE,8849,1983,3,FALSE,FALSE,0,0,FALSE
Satoshi,Kimoto,M,1956,Japan,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
Masatsugu,Konishi,M,1938,Japan,FALSE,FALSE,FALSE,FALSE,8750,1983,3,FALSE,FALSE,0,0,FALSE
Koji,Okano,M,1950,Japan,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
Shomi,Suzuki,M,1953,Japan,FALSE,FALSE,FALSE,TRUE,8849,1983,3,FALSE,FALSE,0,0,FALSE
Pasang Temba,Sherpa,M,,Nepal,TRUE,FALSE,FALSE,FALSE,8600,1983,3,FALSE,TRUE,0,4,FALSE
Haruyuki,Endo,M,1957,Japan,FALSE,FALSE,FALSE,TRUE,8849,1983,3,FALSE,FALSE,0,0,FALSE
Hironobu,Kamuro,M,1951,Japan,FALSE,FALSE,FALSE,TRUE,8849,1983,3,FALSE,TRUE,0,4,FALSE
Hiroshi,Yoshino,M,1950,Japan,FALSE,TRUE,FALSE,TRUE,8849,1983,3,FALSE,TRUE,0,4,FALSE
Noboru,Sawagami,M,1952,Japan,FALSE,FALSE,FALSE,FALSE,8800,1983,3,FALSE,FALSE,0,0,TRUE
Hiroshi,Ukai,M,1950,Japan,FALSE,FALSE,FALSE,FALSE,0,1983,3,FALSE,FALSE,0,0,FALSE
Toru,Asaji,M,1947,Japan,FALSE,FALSE,FALSE,FALSE,0,1983,4,FALSE,FALSE,0,0,FALSE
Tsutomu,Hanawa,M,1947,Japan,FALSE,FALSE,FALSE,FALSE,0,1983,4,FALSE,FALSE,0,0,FALSE
Kunio,Hata,M,1947,Japan,FALSE,FALSE,FALSE,FALSE,0,1983,4,FALSE,FALSE,0,0,FALSE
Mariko,Kaji,F,1949,Japan,FALSE,FALSE,FALSE,FALSE,0,1983,4,FALSE,FALSE,0,0,FALSE
Tsutomu,Miyazaki,M,1947,Japan,FALSE,FALSE,FALSE,FALSE,0,1983,4,FALSE,FALSE,0,0,FALSE
Kazunari,Murakami,M,1955,Japan,FALSE,FALSE,FALSE,TRUE,8849,1983,4,FALSE,FALSE,0,0,TRUE
Takashi,Ozaki,M,1952,Japan,FALSE,FALSE,FALSE,TRUE,8849,1983,4,FALSE,FALSE,0,0,TRUE
Shigeru,Suzuki,M,1953,Japan,FALSE,FALSE,FALSE,FALSE,0,1983,4,FALSE,FALSE,0,0,FALSE
Kazuyuki,Takahashi,M,1943,Japan,FALSE,TRUE,FALSE,FALSE,8000,1983,4,FALSE,FALSE,0,0,FALSE
Noboru,Yamada,M,1950,Japan,FALSE,FALSE,FALSE,TRUE,8849,1983,4,FALSE,FALSE,0,0,TRUE
Nawang Yonden,Sherpa,M,1952,Nepal,TRUE,FALSE,FALSE,TRUE,8849,1983,4,FALSE,FALSE,0,0,TRUE
Michiko,Takahashi,F,1942,Japan,FALSE,TRUE,FALSE,FALSE,0,1983,4,FALSE,FALSE,0,0,FALSE
Thomas (Tom),Fitzsimmons,M,1950,USA,FALSE,TRUE,FALSE,FALSE,8600,1984,1,FALSE,FALSE,0,0,TRUE
C. James (Jim),Frush,M,1950,USA,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Bob,Berg,M,,USA,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
David (Dave),Hambly,M,1939,UK,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Kurt,Hanson,M,1952,USA,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Ray,Nichols,M,,USA,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Greg,Thompson,M,,USA,FALSE,FALSE,FALSE,FALSE,8600,1984,1,FALSE,FALSE,0,0,TRUE
Warren C.,Thompson,M,,USA,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
John,Yaeger,M,,USA,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Donald James,Goodman,M,1956,USA,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Mike,Colpits,M,,USA,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Anton,Kakusa,M,,USA,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Ben,Blackett,M,,USA,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Rick,Foutch,M,,USA,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Michael,Wiedman,M,,USA,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Richard N. (Rich),Wohns,M,,USA,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Tom,Clement,M,,USA,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Phil,Hawkins,M,,USA,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Art,Wolfe,M,1951,USA,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Meena,Agarwal,F,1943,India,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Chandra Prabha,Aitwal,F,1941,India,FALSE,FALSE,FALSE,FALSE,8450,1984,1,FALSE,FALSE,0,0,TRUE
Jai,Bahaguna,M,1948,India,FALSE,FALSE,FALSE,FALSE,7985,1984,1,FALSE,FALSE,0,0,FALSE
Harshvanti,Bisht,F,1954,India,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Magan Mal,Bissa,M,1954,India,FALSE,FALSE,FALSE,FALSE,7985,1984,1,FALSE,FALSE,0,0,TRUE
Rita Gombu,,F,1957,India,FALSE,FALSE,FALSE,FALSE,8650,1984,1,FALSE,FALSE,0,0,TRUE
Darshan Kumar,Khullar,M,1941,India,FALSE,TRUE,FALSE,FALSE,6885,1984,1,FALSE,FALSE,0,0,FALSE
Kiran Inder,Kumar,M,1945,India,FALSE,FALSE,FALSE,FALSE,7985,1984,1,FALSE,FALSE,0,0,FALSE
Dorje Lhatoo,Sherpa,M,1945,India,FALSE,FALSE,FALSE,TRUE,8849,1984,1,FALSE,FALSE,0,0,TRUE
Minoo,Mehta,M,,India,FALSE,FALSE,FALSE,FALSE,7985,1984,1,FALSE,FALSE,0,0,FALSE
Bachendri,Pal,F,1954,India,FALSE,FALSE,FALSE,TRUE,8849,1984,1,FALSE,FALSE,0,0,TRUE
Phu Dorjee,Sherpa,M,1949,India,FALSE,FALSE,FALSE,TRUE,8849,1984,1,FALSE,FALSE,0,0,TRUE
Sharavati (Sharu),Prabhu,F,1959,India,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Prem,Chand,M,1942,India,FALSE,FALSE,FALSE,FALSE,8650,1984,1,FALSE,FALSE,0,0,TRUE
Sonam Palzor,Sarapa,M,1944,India,FALSE,FALSE,FALSE,TRUE,8849,1984,1,FALSE,FALSE,0,0,TRUE
Rekha,Sharma,F,1959,India,FALSE,FALSE,FALSE,FALSE,7985,1984,1,FALSE,FALSE,0,0,FALSE
Nima Dorje (N. D.),Sherpa,M,1948,India,FALSE,FALSE,FALSE,FALSE,7985,1984,1,FALSE,FALSE,0,0,FALSE
Rattan,Singh,M,1953,India,FALSE,FALSE,FALSE,FALSE,7985,1984,1,FALSE,FALSE,0,0,FALSE
T.,Sridharan,M,1951,India,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Lobsang Tshering,Bhotia,M,1952,India,FALSE,FALSE,FALSE,FALSE,7315,1984,1,FALSE,FALSE,0,0,FALSE
Ang Dorje,Sherpa,M,,Nepal,TRUE,FALSE,FALSE,TRUE,8849,1984,1,FALSE,FALSE,0,0,FALSE
Ang Rinji,Sherpa,M,,Nepal,TRUE,FALSE,FALSE,FALSE,5600,1984,1,FALSE,TRUE,0,7,FALSE
Jangbir,Rai,M,,Nepal,TRUE,FALSE,FALSE,FALSE,0,1984,1,FALSE,TRUE,0,1,FALSE
Deepak,Haldankar,M,1947,India,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Siddharth,Kak,M,1947,India,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Nandha Kumar,Krishan Murty,M,1953,India,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Sanjeev,Saith,M,1958,India,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Avram Iliev,Avramov,M,1933,Bulgaria,FALSE,TRUE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Ognian Petrov,Baldjiyski,M,1945,Bulgaria,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Dimitar Dimitrov,Bardarev,M,1949,Bulgaria,FALSE,FALSE,FALSE,FALSE,0,1984,1,FALSE,FALSE,0,0,FALSE
Slavi Nikolov,Dermandjiev,M,1955,Bulgaria,FALSE,FALSE,FALSE,FALSE,7520,1984,1,FALSE,FALSE,0,0,FALSE
Trifon Ivanov,Djambazov,M,1944,Bulgaria,FALSE,FALSE,FALSE,FALSE,7315,1984,1,FALSE,FALSE,0,0,FALSE
Kantcho Kantchev,Dolaptchiev,M,1944,Bulgaria,FALSE,FALSE,FALSE,FALSE,7315,1984,1,FALSE,FALSE,0,0,FALSE
Kiril Dimitrov,Doskov,M,1958,Bulgaria,FALSE,FALSE,FALSE,TRUE,8849,1984,1,FALSE,FALSE,0,0,TRUE
